station,PumpCycle,CO2_umol,closest_hour,month,diff_umol,ebul_umol,date,flux_unit
2,46,522.334579641551,2022-09-10T10:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
2,48,352.10732816154075,2022-09-10T12:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
2,49,842.8052791493137,2022-09-10T13:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
2,51,623.1762899344794,2022-09-10T16:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
2,55,-628.8208433775069,2022-09-10T20:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
2,58,580.7978827474598,2022-09-10T23:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
2,59,954.4670824376012,2022-09-11T00:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
2,78,1867.732040954529,2022-09-11T20:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
2,79,617.9841431059832,2022-09-11T22:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
2,93,475.80109524823666,2022-09-12T12:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
2,97,690.586273560531,2022-09-12T17:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
2,99,-301.1925988785716,2022-09-12T19:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
2,102,255.1527372687615,2022-09-12T22:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
2,103,419.62481741879503,2022-09-12T23:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
2,104,550.7128832494997,2022-09-13T00:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
2,105,863.8810291108624,2022-09-13T01:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
2,106,719.1830071833828,2022-09-13T02:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
2,107,1497.0515170740136,2022-09-13T03:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
2,108,1475.670733003002,2022-09-13T05:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
2,109,1693.7402702480283,2022-09-13T06:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
2,125,1130.917982455491,2022-09-13T23:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,2,314.6758517223243,2022-09-08T11:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,5,-422.17680522670815,2022-09-08T14:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,6,-549.852365046761,2022-09-08T15:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,7,-555.0128952793904,2022-09-08T16:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,8,-728.9086697551638,2022-09-08T17:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,9,-589.9772453857374,2022-09-08T18:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,10,-592.1993907594828,2022-09-08T19:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,12,-646.154918440849,2022-09-08T21:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,13,-607.7554433873428,2022-09-08T22:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,14,-559.6128878350943,2022-09-08T23:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
1,15,-526.7158282160284,2022-09-09T00:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,16,-427.3700002269712,2022-09-09T01:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,17,-254.95443635536523,2022-09-09T02:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,19,302.4584467147925,2022-09-09T04:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,20,848.4595138257432,2022-09-09T05:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,21,2323.9686017881386,2022-09-09T06:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,22,1319.564237584291,2022-09-09T07:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,23,1462.8777624856689,2022-09-09T08:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,24,1506.2322419595102,2022-09-09T09:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,25,1117.2493171807555,2022-09-09T10:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,26,655.2187095162159,2022-09-09T11:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,27,447.4005028884923,2022-09-09T12:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,28,307.30911358878757,2022-09-09T13:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,32,-406.9065274147358,2022-09-09T17:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,33,-359.72353655437536,2022-09-09T18:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,34,-284.36793280212294,2022-09-09T19:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,35,-473.085631791558,2022-09-09T20:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,36,-644.1869816239852,2022-09-09T21:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,37,-568.0239333919249,2022-09-09T22:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,38,-538.4475968014143,2022-09-09T23:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
1,39,-478.2533575069479,2022-09-10T00:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,40,-396.9364746625876,2022-09-10T01:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,42,-458.4241780441545,2022-09-10T03:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,43,-360.60844675426193,2022-09-10T04:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,44,-219.82375442691304,2022-09-10T05:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,47,245.33982825415367,2022-09-10T08:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,51,-241.36305498856353,2022-09-10T12:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,53,-433.72715117110744,2022-09-10T14:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,54,-776.4900681591969,2022-09-10T15:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,55,-491.7756879730568,2022-09-10T16:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,56,-910.8021720292664,2022-09-10T17:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,57,-904.9862190539058,2022-09-10T18:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,58,-796.0502204160656,2022-09-10T19:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,59,-812.9311598027932,2022-09-10T20:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,60,-652.6049127690683,2022-09-10T21:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,61,-484.2510284715352,2022-09-10T22:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,62,-813.5315763141351,2022-09-10T23:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
1,63,-683.7296500002097,2022-09-11T00:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,64,-530.9008648272832,2022-09-11T02:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,65,-625.3309299571696,2022-09-11T03:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,66,-378.2823595404552,2022-09-11T04:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,67,-483.4304177358407,2022-09-11T05:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,73,-434.4270627134705,2022-09-11T11:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,74,-383.8582255112135,2022-09-11T12:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,75,-421.986683481413,2022-09-11T13:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,76,-702.8028080687243,2022-09-11T14:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,77,-743.0429107506186,2022-09-11T15:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,78,-922.0484701021728,2022-09-11T16:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,79,-945.5365540228172,2022-09-11T17:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,80,-885.0011828220244,2022-09-11T18:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,81,-1043.623368358973,2022-09-11T19:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,82,-863.2437164818441,2022-09-11T20:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,83,-960.6447167384416,2022-09-11T21:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,84,-878.6202852251605,2022-09-11T22:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,85,-1016.1349105896272,2022-09-11T23:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
1,86,-823.3719934947152,2022-09-12T00:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,87,-715.6149692153948,2022-09-12T01:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,88,-373.62314925548816,2022-09-12T02:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,93,264.7429181950388,2022-09-12T07:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,94,379.3012079934292,2022-09-12T08:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,96,277.45903084127247,2022-09-12T10:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,97,445.766339817032,2022-09-12T11:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,99,-494.2206431637023,2022-09-12T13:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,100,-488.7802621545778,2022-09-12T14:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,101,-580.9793509218175,2022-09-12T15:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,102,-625.3378157568447,2022-09-12T16:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,103,-701.2536821445867,2022-09-12T17:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,104,-559.1744334792317,2022-09-12T18:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,105,-465.45754143847336,2022-09-12T19:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,106,-427.16106014129224,2022-09-12T20:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,109,-935.6262961887104,2022-09-12T23:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
1,110,-880.1766708825427,2022-09-13T00:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,111,-429.3609193900187,2022-09-13T01:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,112,-641.163916269164,2022-09-13T02:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,113,-561.2419396335495,2022-09-13T03:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,115,-458.20971365423105,2022-09-13T05:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,116,-463.1644001590225,2022-09-13T06:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,120,-337.30960485385134,2022-09-13T10:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,122,-684.1340244024377,2022-09-13T12:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,123,-714.0778713944271,2022-09-13T13:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,124,-469.191923480559,2022-09-13T14:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,125,-864.8069207999489,2022-09-13T15:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,126,-1061.2873929097864,2022-09-13T16:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,127,-966.7202980772972,2022-09-13T17:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,128,-840.36749604641,2022-09-13T18:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,130,-908.4336971227418,2022-09-13T20:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,131,-857.9787742134118,2022-09-13T21:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,132,-445.7055458227464,2022-09-13T22:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,133,-634.0862690547982,2022-09-13T23:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
1,136,443.20404371713306,2022-09-14T02:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,137,1354.0161851238258,2022-09-14T03:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,138,2187.485197415912,2022-09-14T04:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,139,2080.6330350211433,2022-09-14T05:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,140,2422.7101730398203,2022-09-14T06:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,141,2222.241334626537,2022-09-14T07:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,142,2256.174553454663,2022-09-14T08:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,143,2325.335818111531,2022-09-14T09:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,144,1824.0794646490608,2022-09-14T10:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,145,488.701889031504,2022-09-14T11:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,147,-356.3058552671558,2022-09-14T13:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,148,-555.7988097564718,2022-09-14T14:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,149,-522.14258518839,2022-09-14T15:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,150,-635.45068009182,2022-09-14T16:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,151,-780.603294123228,2022-09-14T17:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,152,-704.2048513962836,2022-09-14T18:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,153,-767.0505956973841,2022-09-14T19:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,154,-719.285581209149,2022-09-14T20:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,155,-645.5242936703772,2022-09-14T21:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,156,-567.1923626252345,2022-09-14T22:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,157,-445.07355689999787,2022-09-14T23:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
1,159,300.865668345682,2022-09-15T01:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,160,1396.9107639600245,2022-09-15T02:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,161,1571.6605187662783,2022-09-15T03:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,162,1345.876887008446,2022-09-15T04:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,163,1615.4577238276245,2022-09-15T05:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,164,2112.8488896309536,2022-09-15T06:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,165,1988.591186656645,2022-09-15T07:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,166,2492.5838633315034,2022-09-15T08:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
1,167,2214.9159506556334,2022-09-15T09:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
4,2,-433.14537293139415,2022-09-08T11:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,4,-330.4690649383602,2022-09-08T13:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,5,-426.21707481919543,2022-09-08T14:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,6,-383.316515705097,2022-09-08T15:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,7,-197.97772065330088,2022-09-08T17:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,8,-410.0583191437053,2022-09-08T18:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,9,-348.8567065336098,2022-09-08T19:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,10,-387.0401534530058,2022-09-08T20:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,11,-307.0045047844057,2022-09-08T21:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,12,-300.4298838794687,2022-09-08T22:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,13,-337.1201046725237,2022-09-08T23:00:00Z,9,NA,NA,2022-09-08,µmol m-2 h-1
4,14,-184.52284486114513,2022-09-09T00:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,16,-112.22088461751302,2022-09-09T02:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,18,210.37110568654737,2022-09-09T04:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,19,355.3735503641972,2022-09-09T05:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,20,537.4775298037051,2022-09-09T06:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,21,432.57970669888186,2022-09-09T07:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,22,841.9899432241552,2022-09-09T08:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,23,580.1245736814196,2022-09-09T09:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,24,408.6773589807924,2022-09-09T10:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,25,429.2464186952767,2022-09-09T11:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,26,171.3729787568005,2022-09-09T13:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,29,-449.3158939319638,2022-09-09T16:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,30,-493.3048825256604,2022-09-09T17:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,31,-339.4744363981814,2022-09-09T18:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,32,-476.16487586507554,2022-09-09T19:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,33,-553.521351898691,2022-09-09T20:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,34,-477.25776970410624,2022-09-09T21:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,35,-443.476035367778,2022-09-09T22:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,36,-536.7294821180512,2022-09-09T23:00:00Z,9,NA,NA,2022-09-09,µmol m-2 h-1
4,37,-422.7722037489122,2022-09-10T00:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,38,-239.21615124128783,2022-09-10T01:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,39,-311.26515819449753,2022-09-10T02:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,40,-173.22992594559406,2022-09-10T03:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,41,-165.1566011053413,2022-09-10T04:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,42,-97.47158130322174,2022-09-10T05:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,44,170.15201883699797,2022-09-10T07:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,47,-166.4445456378435,2022-09-10T11:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,48,-265.06352619714824,2022-09-10T12:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,49,-389.8769236219624,2022-09-10T13:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,50,-215.6384803288951,2022-09-10T14:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,51,-317.7848241422263,2022-09-10T15:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,52,-323.6066910353584,2022-09-10T16:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,53,-610.208030837899,2022-09-10T17:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,54,-613.0858521930667,2022-09-10T18:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,55,-555.6216966032135,2022-09-10T19:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,56,-565.0713979729613,2022-09-10T20:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,57,-495.36236108461407,2022-09-10T21:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,58,-407.4891284450036,2022-09-10T22:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,59,-314.40197624797935,2022-09-10T23:00:00Z,9,NA,NA,2022-09-10,µmol m-2 h-1
4,60,-405.5729618465309,2022-09-11T00:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,61,-381.64689029726895,2022-09-11T01:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,62,-251.9019655998815,2022-09-11T02:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,63,-201.6090996317404,2022-09-11T04:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,64,-122.7740578034857,2022-09-11T05:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,66,134.56102861966343,2022-09-11T07:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,67,228.54791799723824,2022-09-11T08:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,70,-209.475669526402,2022-09-11T11:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,71,-502.95853995474727,2022-09-11T12:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,72,-346.3743575089386,2022-09-11T13:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,73,-406.4101773663431,2022-09-11T14:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,74,-348.7777294165265,2022-09-11T15:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,75,-455.7603851089668,2022-09-11T16:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,76,-515.0877708661056,2022-09-11T17:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,77,-416.6527637272264,2022-09-11T18:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,78,-507.36969643835,2022-09-11T19:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,79,-629.112661077184,2022-09-11T20:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,80,-563.3545721315899,2022-09-11T21:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,81,-472.2631424363409,2022-09-11T22:00:00Z,9,NA,NA,2022-09-11,µmol m-2 h-1
4,82,-414.91074806785014,2022-09-12T00:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,83,-291.34323759778346,2022-09-12T01:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,84,-163.8975245906743,2022-09-12T02:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,88,133.61965789604986,2022-09-12T06:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,89,340.767047059835,2022-09-12T07:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,90,266.1699693101281,2022-09-12T08:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,91,210.6352193330893,2022-09-12T09:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,95,-361.144981691855,2022-09-12T13:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,96,-239.6523244485161,2022-09-12T14:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,97,-416.165872961536,2022-09-12T15:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,98,-408.1860810322746,2022-09-12T16:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,99,-577.4166382947898,2022-09-12T17:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,100,-519.590465214966,2022-09-12T18:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,101,-523.3439929977143,2022-09-12T20:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,102,-553.2752597459277,2022-09-12T21:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,103,-426.8636595853016,2022-09-12T22:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,104,-547.09348580591,2022-09-12T23:00:00Z,9,NA,NA,2022-09-12,µmol m-2 h-1
4,105,-475.1565897161332,2022-09-13T00:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,106,-363.4717286969387,2022-09-13T01:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,107,-274.75084356282906,2022-09-13T02:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,109,-205.9620531666096,2022-09-13T04:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,110,-166.7989210110498,2022-09-13T05:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,112,331.97976903667455,2022-09-13T07:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,113,114.27498983069913,2022-09-13T08:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,116,-335.70314412408044,2022-09-13T11:00:00Z,9,NA,NA,2022-09-13,µmol m-2 h-1
4,131,787.6800316703635,2022-09-14T03:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,132,880.5178876224454,2022-09-14T04:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,133,1037.5723111769084,2022-09-14T05:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,134,983.3515901933874,2022-09-14T06:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,135,1269.0155136473118,2022-09-14T07:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,136,784.0080526141068,2022-09-14T08:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,137,819.2926954296573,2022-09-14T09:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,138,821.0637830463961,2022-09-14T10:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,140,-117.6234346040837,2022-09-14T13:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,141,-346.59521524712034,2022-09-14T14:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,143,-188.99518642702805,2022-09-14T16:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,148,-317.3431481037045,2022-09-14T21:00:00Z,9,NA,NA,2022-09-14,µmol m-2 h-1
4,151,145.1459831368005,2022-09-15T00:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
4,152,631.5736873555777,2022-09-15T01:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
4,153,735.0105458473707,2022-09-15T02:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
4,154,792.5530694320082,2022-09-15T03:00:00Z,9,NA,NA,2022-09-15,µmol m-2 h-1
