x,y,dist
704073.2351489706,6209368.808352786,3.8414213562372956
704073.3351489706,6209368.808352786,3.8828427124745892
704073.4351489706,6209368.808352786,3.924264068711883
704073.5351489705,6209368.808352786,3.9656854249491764
704075.0351489705,6209368.808352786,4.300000000000001
704075.1351489706,6209368.808352786,4.341421356237294
704075.5351489705,6209368.808352786,4.507106781186468
704075.6351489706,6209368.808352786,4.548528137423761
704082.2351489706,6209368.808352786,5.424264068711878
704082.3351489706,6209368.808352786,5.382842712474584
704082.4351489706,6209368.808352786,5.341421356237291
704082.5351489705,6209368.808352786,5.299999999999997
704083.0351489705,6209368.808352786,5.207106781186465
704083.1351489706,6209368.808352786,5.165685424949173
704072.7351489706,6209368.7083527865,4.0656854249491765
704072.8351489706,6209368.7083527865,4.024264068711883
704073.4351489706,6209368.7083527865,4.024264068711883
704073.5351489705,6209368.7083527865,4.0656854249491765
704074.9351489706,6209368.7083527865,4.372792206135643
704075.0351489705,6209368.7083527865,4.4
704075.1351489706,6209368.7083527865,4.441421356237294
704075.5351489705,6209368.7083527865,4.607106781186467
704075.6351489706,6209368.7083527865,4.648528137423761
704075.7351489706,6209368.7083527865,4.689949493661055
704082.03514897055,6209368.7083527865,5.607106781186464
704082.1351489706,6209368.7083527865,5.565685424949171
704082.2351489706,6209368.7083527865,5.524264068711878
704082.3351489706,6209368.7083527865,5.482842712474584
704082.4351489706,6209368.7083527865,5.44142135623729
704083.0351489705,6209368.7083527865,5.307106781186465
704083.1351489706,6209368.7083527865,5.265685424949172
704072.7351489706,6209368.608352786,4.165685424949176
704072.8351489706,6209368.608352786,4.124264068711883
704073.4351489706,6209368.608352786,4.124264068711883
704073.5351489705,6209368.608352786,4.165685424949176
704074.8351489706,6209368.608352786,4.431370849898349
704074.9351489706,6209368.608352786,4.472792206135643
704075.0351489705,6209368.608352786,4.5
704075.6351489706,6209368.608352786,4.748528137423761
704075.7351489706,6209368.608352786,4.789949493661054
704081.9351489706,6209368.608352786,5.748528137423757
704082.03514897055,6209368.608352786,5.7071067811864635
704082.1351489706,6209368.608352786,5.665685424949171
704082.2351489706,6209368.608352786,5.624264068711877
704083.0351489705,6209368.608352786,5.407106781186465
704083.1351489706,6209368.608352786,5.365685424949172
704072.7351489706,6209368.508352786,4.265685424949176
704072.8351489706,6209368.508352786,4.224264068711882
704073.4351489706,6209368.508352786,4.224264068711882
704073.5351489705,6209368.508352786,4.265685424949176
704074.8351489706,6209368.508352786,4.531370849898349
704074.9351489706,6209368.508352786,4.5727922061356425
704075.0351489705,6209368.508352786,4.6
704075.6351489706,6209368.508352786,4.84852813742376
704075.7351489706,6209368.508352786,4.889949493661054
704081.8351489706,6209368.508352786,5.88994949366105
704081.9351489706,6209368.508352786,5.848528137423757
704082.03514897055,6209368.508352786,5.807106781186463
704082.1351489706,6209368.508352786,5.7656854249491705
704083.0351489705,6209368.508352786,5.507106781186464
704083.1351489706,6209368.508352786,5.4656854249491715
704083.2351489706,6209368.508352786,5.424264068711878
704072.7351489706,6209368.408352786,4.365685424949175
704072.8351489706,6209368.408352786,4.324264068711882
704073.4351489706,6209368.408352786,4.324264068711882
704073.5351489705,6209368.408352786,4.365685424949175
704074.6351489706,6209368.408352786,4.548528137423761
704074.7351489706,6209368.408352786,4.589949493661055
704074.8351489706,6209368.408352786,4.631370849898349
704074.9351489706,6209368.408352786,4.672792206135642
704075.6351489706,6209368.408352786,4.94852813742376
704075.7351489706,6209368.408352786,4.989949493661054
704075.8351489706,6209368.408352786,5.031370849898347
704081.6351489706,6209368.408352786,5.941421356237289
704081.7351489706,6209368.408352786,5.982842712474582
704081.8351489706,6209368.408352786,5.98994949366105
704081.9351489706,6209368.408352786,5.948528137423756
704083.0351489705,6209368.408352786,5.607106781186464
704083.1351489706,6209368.408352786,5.565685424949171
704083.2351489706,6209368.408352786,5.524264068711878
704083.3351489706,6209368.408352786,5.482842712474584
704083.4351489706,6209368.408352786,5.44142135623729
704072.7351489706,6209368.308352786,4.465685424949175
704072.8351489706,6209368.308352786,4.4242640687118815
704073.4351489706,6209368.308352786,4.4242640687118815
704073.5351489705,6209368.308352786,4.465685424949175
704074.4351489706,6209368.308352786,4.565685424949175
704074.53514897055,6209368.308352786,4.607106781186467
704074.6351489706,6209368.308352786,4.648528137423761
704074.7351489706,6209368.308352786,4.689949493661055
704074.8351489706,6209368.308352786,4.731370849898348
704075.6351489706,6209368.308352786,5.04852813742376
704075.7351489706,6209368.308352786,5.089949493661053
704075.8351489706,6209368.308352786,5.131370849898347
704075.9351489706,6209368.308352786,5.17279220613564
704081.53514897055,6209368.308352786,5.999999999999995
704081.6351489706,6209368.308352786,6.041421356237288
704081.7351489706,6209368.308352786,6.082842712474582
704081.8351489706,6209368.308352786,6.08994949366105
704083.2351489706,6209368.308352786,5.624264068711877
704083.3351489706,6209368.308352786,5.582842712474584
704083.4351489706,6209368.308352786,5.54142135623729
704083.53514897055,6209368.308352786,5.4999999999999964
704083.6351489706,6209368.308352786,5.531370849898345
704072.7351489706,6209368.2083527865,4.565685424949175
704072.8351489706,6209368.2083527865,4.524264068711881
704073.4351489706,6209368.2083527865,4.524264068711881
704073.5351489705,6209368.2083527865,4.565685424949175
704074.2351489706,6209368.2083527865,4.582842712474587
704074.3351489706,6209368.2083527865,4.624264068711881
704074.4351489706,6209368.2083527865,4.665685424949174
704074.53514897055,6209368.2083527865,4.707106781186467
704074.6351489706,6209368.2083527865,4.748528137423761
704074.7351489706,6209368.2083527865,4.789949493661054
704075.7351489706,6209368.2083527865,5.189949493661053
704075.8351489706,6209368.2083527865,5.2313708498983464
704075.9351489706,6209368.2083527865,5.27279220613564
704076.0351489705,6209368.2083527865,5.314213562372933
704081.4351489706,6209368.2083527865,6.141421356237288
704081.53514897055,6209368.2083527865,6.099999999999994
704081.6351489706,6209368.2083527865,6.141421356237288
704083.4351489706,6209368.2083527865,5.64142135623729
704083.53514897055,6209368.2083527865,5.599999999999996
704083.6351489706,6209368.2083527865,5.631370849898345
704083.7351489706,6209368.2083527865,5.589949493661051
704083.8351489706,6209368.2083527865,5.548528137423758
704083.9351489706,6209368.2083527865,5.507106781186464
704084.03514897055,6209368.2083527865,5.4656854249491715
704084.1351489706,6209368.2083527865,5.424264068711878
704084.2351489706,6209368.2083527865,5.382842712474584
704084.3351489706,6209368.2083527865,5.341421356237291
704084.4351489706,6209368.2083527865,5.299999999999997
704084.53514897055,6209368.2083527865,5.341421356237291
704084.6351489706,6209368.2083527865,5.382842712474584
704084.7351489706,6209368.2083527865,5.424264068711878
704084.8351489706,6209368.2083527865,5.4656854249491715
704084.9351489706,6209368.2083527865,5.507106781186464
704085.0351489705,6209368.2083527865,5.4656854249491715
704085.1351489705,6209368.2083527865,5.424264068711878
704085.2351489706,6209368.2083527865,5.382842712474584
704085.3351489706,6209368.2083527865,5.341421356237291
704085.4351489706,6209368.2083527865,5.299999999999997
704085.5351489705,6209368.2083527865,5.341421356237291
704072.7351489706,6209368.108352786,4.665685424949174
704072.8351489706,6209368.108352786,4.624264068711881
704073.4351489706,6209368.108352786,4.624264068711881
704073.5351489705,6209368.108352786,4.665685424949174
704073.6351489706,6209368.108352786,4.707106781186467
704073.7351489706,6209368.108352786,4.72426406871188
704073.8351489706,6209368.108352786,4.682842712474587
704073.9351489706,6209368.108352786,4.641421356237293
704074.03514897055,6209368.108352786,4.6
704074.1351489706,6209368.108352786,4.641421356237293
704074.2351489706,6209368.108352786,4.682842712474587
704074.3351489706,6209368.108352786,4.72426406871188
704074.4351489706,6209368.108352786,4.765685424949174
704075.8351489706,6209368.108352786,5.331370849898346
704075.9351489706,6209368.108352786,5.37279220613564
704076.0351489705,6209368.108352786,5.414213562372932
704076.1351489706,6209368.108352786,5.455634918610226
704081.3351489706,6209368.108352786,6.282842712474581
704081.4351489706,6209368.108352786,6.2414213562372876
704081.53514897055,6209368.108352786,6.199999999999994
704083.6351489706,6209368.108352786,5.731370849898345
704083.7351489706,6209368.108352786,5.689949493661051
704083.8351489706,6209368.108352786,5.6485281374237575
704083.9351489706,6209368.108352786,5.607106781186464
704084.03514897055,6209368.108352786,5.565685424949171
704084.1351489706,6209368.108352786,5.524264068711878
704084.2351489706,6209368.108352786,5.482842712474584
704084.3351489706,6209368.108352786,5.44142135623729
704084.4351489706,6209368.108352786,5.399999999999997
704084.53514897055,6209368.108352786,5.44142135623729
704084.6351489706,6209368.108352786,5.482842712474584
704084.7351489706,6209368.108352786,5.524264068711878
704084.8351489706,6209368.108352786,5.565685424949171
704084.9351489706,6209368.108352786,5.607106781186464
704085.0351489705,6209368.108352786,5.565685424949171
704085.1351489705,6209368.108352786,5.524264068711878
704085.2351489706,6209368.108352786,5.482842712474584
704085.3351489706,6209368.108352786,5.44142135623729
704085.4351489706,6209368.108352786,5.399999999999997
704085.5351489705,6209368.108352786,5.44142135623729
704085.6351489705,6209368.108352786,5.482842712474584
704072.6351489706,6209368.008352786,4.807106781186467
704072.7351489706,6209368.008352786,4.765685424949174
704072.8351489706,6209368.008352786,4.72426406871188
704073.5351489705,6209368.008352786,4.765685424949174
704073.6351489706,6209368.008352786,4.807106781186467
704073.7351489706,6209368.008352786,4.82426406871188
704073.8351489706,6209368.008352786,4.7828427124745865
704073.9351489706,6209368.008352786,4.741421356237293
704074.03514897055,6209368.008352786,4.699999999999999
704074.1351489706,6209368.008352786,4.741421356237293
704074.2351489706,6209368.008352786,4.7828427124745865
704075.9351489706,6209368.008352786,5.472792206135639
704076.0351489705,6209368.008352786,5.514213562372932
704076.1351489706,6209368.008352786,5.555634918610226
704076.2351489706,6209368.008352786,5.597056274847519
704081.2351489706,6209368.008352786,6.424264068711874
704081.3351489706,6209368.008352786,6.382842712474581
704081.4351489706,6209368.008352786,6.341421356237287
704085.4351489706,6209368.008352786,5.4999999999999964
704085.5351489705,6209368.008352786,5.54142135623729
704085.6351489705,6209368.008352786,5.582842712474584
704085.7351489706,6209368.008352786,5.589949493661051
704072.3351489706,6209367.908352786,5.031370849898347
704072.4351489706,6209367.908352786,4.989949493661054
704072.53514897055,6209367.908352786,4.94852813742376
704072.6351489706,6209367.908352786,4.907106781186466
704072.7351489706,6209367.908352786,4.865685424949174
704072.8351489706,6209367.908352786,4.82426406871188
704076.1351489706,6209367.908352786,5.655634918610225
704076.2351489706,6209367.908352786,5.697056274847519
704076.3351489706,6209367.908352786,5.7384776310848125
704081.1351489706,6209367.908352786,6.565685424949168
704081.2351489706,6209367.908352786,6.524264068711874
704081.3351489706,6209367.908352786,6.48284271247458
704085.6351489705,6209367.908352786,5.682842712474583
704085.7351489706,6209367.908352786,5.689949493661051
704085.8351489706,6209367.908352786,5.6485281374237575
704090.4351489706,6209367.908352786,4.089949493661057
704090.5351489705,6209367.908352786,4.048528137423763
704090.6351489705,6209367.908352786,4.00710678118647
704090.7351489706,6209367.908352786,3.9656854249491764
704090.8351489706,6209367.908352786,3.924264068711883
704090.9351489706,6209367.908352786,3.8828427124745892
704091.03514897055,6209367.908352786,3.8414213562372956
704091.1351489705,6209367.908352786,3.800000000000002
704091.2351489706,6209367.908352786,3.8414213562372956
704091.3351489706,6209367.908352786,3.8828427124745892
704091.4351489706,6209367.908352786,3.889949493661057
704091.53514897055,6209367.908352786,3.8485281374237634
704091.6351489705,6209367.908352786,3.80710678118647
704091.7351489706,6209367.908352786,3.7656854249491762
704072.03514897055,6209367.808352786,5.255634918610227
704072.1351489706,6209367.808352786,5.214213562372933
704072.2351489706,6209367.808352786,5.17279220613564
704072.3351489706,6209367.808352786,5.131370849898347
704072.4351489706,6209367.808352786,5.089949493661053
704072.53514897055,6209367.808352786,5.04852813742376
704072.6351489706,6209367.808352786,5.007106781186466
704076.2351489706,6209367.808352786,5.7970562748475185
704076.3351489706,6209367.808352786,5.838477631084812
704076.4351489706,6209367.808352786,5.879898987322106
704081.03514897055,6209367.808352786,6.70710678118646
704081.1351489706,6209367.808352786,6.665685424949167
704081.2351489706,6209367.808352786,6.624264068711874
704085.7351489706,6209367.808352786,5.789949493661051
704085.8351489706,6209367.808352786,5.748528137423757
704085.9351489706,6209367.808352786,5.7071067811864635
704086.03514897055,6209367.808352786,5.665685424949171
704089.53514897055,6209367.808352786,4.448528137423762
704089.6351489705,6209367.808352786,4.407106781186468
704089.7351489706,6209367.808352786,4.365685424949175
704089.8351489706,6209367.808352786,4.324264068711882
704089.9351489706,6209367.808352786,4.282842712474588
704090.0351489705,6209367.808352786,4.241421356237295
704090.1351489705,6209367.808352786,4.200000000000001
704090.2351489706,6209367.808352786,4.241421356237295
704090.3351489706,6209367.808352786,4.23137084989835
704090.4351489706,6209367.808352786,4.189949493661056
704090.5351489705,6209367.808352786,4.148528137423763
704090.6351489705,6209367.808352786,4.107106781186469
704090.7351489706,6209367.808352786,4.0656854249491765
704090.8351489706,6209367.808352786,4.024264068711883
704090.9351489706,6209367.808352786,3.9828427124745893
704091.03514897055,6209367.808352786,3.9414213562372957
704091.1351489705,6209367.808352786,3.900000000000002
704091.2351489706,6209367.808352786,3.9414213562372957
704091.3351489706,6209367.808352786,3.9828427124745893
704091.4351489706,6209367.808352786,3.989949493661057
704091.53514897055,6209367.808352786,3.9485281374237635
704091.6351489705,6209367.808352786,3.90710678118647
704091.7351489706,6209367.808352786,3.8656854249491763
704091.8351489706,6209367.808352786,3.8242640687118827
704071.1351489706,6209367.7083527865,5.466904755830694
704071.2351489706,6209367.7083527865,5.508326112067988
704071.3351489706,6209367.7083527865,5.5497474683052825
704071.4351489706,6209367.7083527865,5.591168824542577
704071.53514897055,6209367.7083527865,5.562741699796694
704071.6351489706,6209367.7083527865,5.521320343559401
704071.7351489706,6209367.7083527865,5.479898987322107
704071.8351489706,6209367.7083527865,5.4384776310848135
704071.9351489706,6209367.7083527865,5.39705627484752
704072.03514897055,6209367.7083527865,5.355634918610226
704072.1351489706,6209367.7083527865,5.314213562372933
704072.2351489706,6209367.7083527865,5.27279220613564
704072.3351489706,6209367.7083527865,5.2313708498983464
704076.3351489706,6209367.7083527865,5.938477631084812
704076.4351489706,6209367.7083527865,5.979898987322105
704076.53514897055,6209367.7083527865,6.021320343559399
704080.9351489706,6209367.7083527865,6.848528137423753
704081.03514897055,6209367.7083527865,6.80710678118646
704081.1351489706,6209367.7083527865,6.765685424949167
704085.8351489706,6209367.7083527865,5.848528137423757
704085.9351489706,6209367.7083527865,5.807106781186463
704086.03514897055,6209367.7083527865,5.7656854249491705
704086.1351489705,6209367.7083527865,5.724264068711877
704089.4351489706,6209367.7083527865,4.589949493661055
704089.53514897055,6209367.7083527865,4.548528137423761
704089.6351489705,6209367.7083527865,4.507106781186468
704089.7351489706,6209367.7083527865,4.465685424949175
704089.8351489706,6209367.7083527865,4.4242640687118815
704089.9351489706,6209367.7083527865,4.382842712474588
704090.0351489705,6209367.7083527865,4.341421356237294
704090.1351489705,6209367.7083527865,4.300000000000001
704090.2351489706,6209367.7083527865,4.341421356237294
704090.3351489706,6209367.7083527865,4.33137084989835
704090.4351489706,6209367.7083527865,4.289949493661056
704091.7351489706,6209367.7083527865,3.9656854249491764
704091.8351489706,6209367.7083527865,3.924264068711883
704071.1351489706,6209367.608352786,5.549747468305149
704071.2351489706,6209367.608352786,5.608326112067988
704071.3351489706,6209367.608352786,5.649747468305282
704071.4351489706,6209367.608352786,5.691168824542577
704071.53514897055,6209367.608352786,5.662741699796694
704071.6351489706,6209367.608352786,5.6213203435594
704071.7351489706,6209367.608352786,5.579898987322107
704071.8351489706,6209367.608352786,5.538477631084813
704071.9351489706,6209367.608352786,5.49705627484752
704072.03514897055,6209367.608352786,5.455634918610226
704076.4351489706,6209367.608352786,6.079898987322105
704076.53514897055,6209367.608352786,6.121320343559399
704076.6351489706,6209367.608352786,6.162741699796692
704076.7351489706,6209367.608352786,6.204163056033986
704076.8351489706,6209367.608352786,6.245584412271279
704080.8351489706,6209367.608352786,6.9899494936610465
704080.9351489706,6209367.608352786,6.948528137423753
704081.03514897055,6209367.608352786,6.907106781186459
704085.9351489706,6209367.608352786,5.907106781186463
704086.03514897055,6209367.608352786,5.86568542494917
704086.1351489705,6209367.608352786,5.8242640687118765
704086.2351489706,6209367.608352786,5.782842712474583
704089.4351489706,6209367.608352786,4.689949493661055
704089.53514897055,6209367.608352786,4.648528137423761
704089.6351489705,6209367.608352786,4.607106781186467
704091.7351489706,6209367.608352786,4.0656854249491765
704091.8351489706,6209367.608352786,4.024264068711883
704091.9351489706,6209367.608352786,3.9828427124745893
704071.1351489706,6209367.508352786,5.591168824542466
704071.2351489706,6209367.508352786,5.691168824542443
704076.53514897055,6209367.508352786,6.221320343559398
704076.6351489706,6209367.508352786,6.262741699796692
704076.7351489706,6209367.508352786,6.304163056033985
704076.8351489706,6209367.508352786,6.345584412271279
704076.9351489706,6209367.508352786,6.387005768508573
704077.03514897055,6209367.508352786,6.428427124745866
704080.7351489706,6209367.508352786,7.13137084989834
704080.8351489706,6209367.508352786,7.089949493661046
704080.9351489706,6209367.508352786,7.0485281374237525
704086.03514897055,6209367.508352786,5.96568542494917
704086.1351489705,6209367.508352786,5.924264068711876
704086.2351489706,6209367.508352786,5.882842712474583
704086.3351489706,6209367.508352786,5.841421356237289
704089.3351489706,6209367.508352786,4.831370849898348
704089.4351489706,6209367.508352786,4.789949493661054
704089.53514897055,6209367.508352786,4.748528137423761
704091.8351489706,6209367.508352786,4.124264068711883
704091.9351489706,6209367.508352786,4.082842712474589
704071.1351489706,6209367.408352786,5.632590180779783
704071.2351489706,6209367.408352786,5.73259018077976
704076.7351489706,6209367.408352786,6.404163056033985
704076.8351489706,6209367.408352786,6.445584412271279
704076.9351489706,6209367.408352786,6.487005768508572
704077.03514897055,6209367.408352786,6.528427124745866
704077.1351489706,6209367.408352786,6.569848480983159
704077.2351489706,6209367.408352786,6.611269837220453
704080.6351489706,6209367.408352786,7.241421356237284
704080.7351489706,6209367.408352786,7.231370849898339
704080.8351489706,6209367.408352786,7.189949493661046
704086.2351489706,6209367.408352786,5.982842712474582
704086.3351489706,6209367.408352786,5.941421356237289
704086.4351489706,6209367.408352786,5.899999999999995
704089.2351489706,6209367.408352786,4.899999999999999
704089.3351489706,6209367.408352786,4.9313708498983475
704089.4351489706,6209367.408352786,4.889949493661054
704091.8351489706,6209367.408352786,4.224264068711882
704091.9351489706,6209367.408352786,4.182842712474589
704092.0351489705,6209367.408352786,4.141421356237295
704071.1351489706,6209367.308352786,5.674011537017099
704071.2351489706,6209367.308352786,5.774011537017077
704077.03514897055,6209367.308352786,6.6284271247458655
704077.1351489706,6209367.308352786,6.669848480983159
704077.2351489706,6209367.308352786,6.711269837220453
704077.3351489706,6209367.308352786,6.752691193457747
704077.4351489706,6209367.308352786,6.794112549695041
704077.5351489705,6209367.308352786,6.835533905932334
704080.5351489705,6209367.308352786,7.29999999999999
704080.6351489706,6209367.308352786,7.341421356237284
704080.7351489706,6209367.308352786,7.331370849898339
704086.3351489706,6209367.308352786,6.041421356237288
704086.4351489706,6209367.308352786,5.999999999999995
704086.53514897055,6209367.308352786,6.031370849898344
704086.6351489705,6209367.308352786,5.98994949366105
704089.2351489706,6209367.308352786,4.999999999999998
704089.3351489706,6209367.308352786,5.031370849898347
704089.4351489706,6209367.308352786,4.989949493661054
704091.9351489706,6209367.308352786,4.282842712474588
704092.0351489705,6209367.308352786,4.241421356237295
704071.1351489706,6209367.2083527865,5.715432893254416
704071.2351489706,6209367.2083527865,5.8154328932543935
704077.2351489706,6209367.2083527865,6.811269837220452
704077.3351489706,6209367.2083527865,6.852691193457747
704077.4351489706,6209367.2083527865,6.89411254969504
704077.5351489705,6209367.2083527865,6.935533905932334
704077.6351489706,6209367.2083527865,6.976955262169628
704077.7351489706,6209367.2083527865,7.018376618406921
704080.4351489706,6209367.2083527865,7.441421356237283
704080.5351489705,6209367.2083527865,7.39999999999999
704080.6351489706,6209367.2083527865,7.441421356237283
704086.4351489706,6209367.2083527865,6.099999999999994
704086.53514897055,6209367.2083527865,6.131370849898343
704086.6351489705,6209367.2083527865,6.08994949366105
704086.7351489706,6209367.2083527865,6.048528137423756
704087.8351489706,6209367.2083527865,5.607106781186464
704087.9351489706,6209367.2083527865,5.565685424949171
704088.0351489705,6209367.2083527865,5.524264068711878
704088.1351489705,6209367.2083527865,5.482842712474584
704088.2351489706,6209367.2083527865,5.44142135623729
704088.3351489706,6209367.2083527865,5.399999999999997
704089.1351489705,6209367.2083527865,5.1414213562372915
704089.2351489706,6209367.2083527865,5.099999999999998
704089.3351489706,6209367.2083527865,5.131370849898347
704091.9351489706,6209367.2083527865,4.382842712474588
704092.0351489705,6209367.2083527865,4.341421356237294
704092.1351489705,6209367.2083527865,4.300000000000001
704071.1351489706,6209367.108352786,5.756854249491733
704071.2351489706,6209367.108352786,5.85685424949171
704077.5351489705,6209367.108352786,7.035533905932334
704077.6351489706,6209367.108352786,7.076955262169627
704077.7351489706,6209367.108352786,7.118376618406921
704077.8351489706,6209367.108352786,7.159797974644215
704077.9351489706,6209367.108352786,7.201219330881509
704078.0351489705,6209367.108352786,7.242640687118803
704080.1351489706,6209367.108352786,7.665685424949164
704080.2351489706,6209367.108352786,7.62426406871187
704080.3351489706,6209367.108352786,7.5828427124745765
704080.4351489706,6209367.108352786,7.541421356237283
704080.5351489705,6209367.108352786,7.499999999999989
704086.53514897055,6209367.108352786,6.231370849898343
704086.6351489705,6209367.108352786,6.189949493661049
704086.7351489706,6209367.108352786,6.148528137423756
704086.8351489706,6209367.108352786,6.107106781186462
704087.5351489705,6209367.108352786,5.831370849898344
704087.6351489705,6209367.108352786,5.789949493661051
704087.7351489706,6209367.108352786,5.748528137423757
704087.8351489706,6209367.108352786,5.7071067811864635
704087.9351489706,6209367.108352786,5.665685424949171
704088.0351489705,6209367.108352786,5.624264068711877
704088.1351489705,6209367.108352786,5.582842712474584
704088.2351489706,6209367.108352786,5.54142135623729
704088.3351489706,6209367.108352786,5.4999999999999964
704088.4351489706,6209367.108352786,5.531370849898345
704088.53514897055,6209367.108352786,5.489949493661052
704088.6351489705,6209367.108352786,5.448528137423758
704089.1351489705,6209367.108352786,5.241421356237291
704089.2351489706,6209367.108352786,5.1999999999999975
704091.9351489706,6209367.108352786,4.4828427124745875
704092.0351489705,6209367.108352786,4.441421356237294
704092.1351489705,6209367.108352786,4.4
704071.1351489706,6209367.008352786,5.798275605729049
704071.2351489706,6209367.008352786,5.898275605729027
704071.3351489706,6209367.008352786,5.998275605729004
704071.4351489706,6209367.008352786,6.098275605728982
704071.53514897055,6209367.008352786,6.198275605728959
704077.7351489706,6209367.008352786,7.2183766184069205
704077.8351489706,6209367.008352786,7.259797974644215
704077.9351489706,6209367.008352786,7.3012193308815085
704078.0351489705,6209367.008352786,7.342640687118803
704078.1351489706,6209367.008352786,7.3840620433560975
704078.2351489706,6209367.008352786,7.425483399593392
704078.3351489706,6209367.008352786,7.4669047558306865
704078.4351489706,6209367.008352786,7.508326112067981
704078.53514897055,6209367.008352786,7.549747468305275
704079.8351489706,6209367.008352786,7.782842712474576
704079.9351489706,6209367.008352786,7.824264068711869
704080.0351489705,6209367.008352786,7.807106781186456
704080.1351489706,6209367.008352786,7.765685424949163
704080.2351489706,6209367.008352786,7.72426406871187
704080.3351489706,6209367.008352786,7.682842712474576
704080.4351489706,6209367.008352786,7.641421356237283
704086.6351489705,6209367.008352786,6.289949493661049
704086.7351489706,6209367.008352786,6.248528137423755
704086.8351489706,6209367.008352786,6.207106781186462
704086.9351489706,6209367.008352786,6.165685424949169
704087.2351489706,6209367.008352786,6.041421356237288
704087.3351489706,6209367.008352786,5.999999999999995
704087.4351489706,6209367.008352786,5.9727922061356375
704087.5351489705,6209367.008352786,5.931370849898344
704087.6351489705,6209367.008352786,5.88994949366105
704087.7351489706,6209367.008352786,5.848528137423757
704087.8351489706,6209367.008352786,5.807106781186463
704088.3351489706,6209367.008352786,5.599999999999996
704088.4351489706,6209367.008352786,5.631370849898345
704088.53514897055,6209367.008352786,5.589949493661051
704088.6351489705,6209367.008352786,5.548528137423758
704088.7351489706,6209367.008352786,5.507106781186464
704088.8351489706,6209367.008352786,5.4656854249491715
704089.03514897055,6209367.008352786,5.382842712474584
704089.1351489705,6209367.008352786,5.341421356237291
704089.2351489706,6209367.008352786,5.299999999999997
704091.8351489706,6209367.008352786,4.624264068711882
704091.9351489706,6209367.008352786,4.582842712474587
704092.0351489705,6209367.008352786,4.541421356237294
704092.1351489705,6209367.008352786,4.5
704071.2351489706,6209366.908352786,5.939696961966344
704071.3351489706,6209366.908352786,6.039696961966321
704071.4351489706,6209366.908352786,6.139696961966298
704071.53514897055,6209366.908352786,6.239696961966276
704071.6351489706,6209366.908352786,6.339696961966253
704071.7351489706,6209366.908352786,6.439696961966231
704078.0351489705,6209366.908352786,7.442640687118803
704078.1351489706,6209366.908352786,7.484062043356097
