Model:	LI-7820
SN:	TG20-01480
Software Version:	2.3.8
Timestamp:	2024-08-05 11:00:50
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1722849182	922817945	7331	256	""	2024-08-05	11:13:02	nan	nan	101.535	35.8815	101.155	34.9236	0	0	37.1352	-16000	0	15.8806	123
DATA	1722849184	22818088	7342	256	""	2024-08-05	11:13:04	nan	nan	101.535	35.8988	101.155	34.9236	0	0	37.1525	-16000	0	15.8818	 87
DATA	1722849184	922701835	7351	256	""	2024-08-05	11:13:04	nan	nan	101.535	35.9162	101.155	34.9236	0	0	37.1695	-16000	0	15.8803	122
DATA	1722849186	22701978	7362	256	""	2024-08-05	11:13:06	nan	nan	101.534	35.9341	101.154	34.9236	0	0	37.1869	-16000	0	15.8818	 85
DATA	1722849187	22701978	7372	256	""	2024-08-05	11:13:07	nan	nan	101.534	35.9518	101.155	34.9236	0	0	37.2041	-16000	0	15.8799	 86
DATA	1722849188	22583007	7382	256	""	2024-08-05	11:13:08	nan	nan	101.533	35.9692	101.155	34.9236	0	0	37.2212	-16000	0	15.8806	 71
DATA	1722849188	922582864	7391	256	""	2024-08-05	11:13:08	nan	nan	101.533	35.9866	101.155	34.9236	0	0	37.2388	-16000	0	15.8807	156
DATA	1722849189	922582864	7401	256	""	2024-08-05	11:13:09	nan	nan	101.533	36.0042	101.154	34.9236	0	0	37.2564	-16000	0	15.8821	119
DATA	1722849191	22464036	7412	256	""	2024-08-05	11:13:11	nan	nan	101.533	36.0214	101.155	34.9236	0	0	37.2741	-16000	0	15.8799	 53
DATA	1722849192	22464036	7422	256	""	2024-08-05	11:13:12	nan	nan	101.533	36.0388	101.155	34.9236	0	0	37.2912	-16000	0	15.8795	 64
DATA	1722849193	22464036	7432	256	""	2024-08-05	11:13:13	nan	nan	101.531	36.0563	101.155	34.9236	0	0	37.3086	-16000	0	15.8793	 61
DATA	1722849194	22344112	7442	256	""	2024-08-05	11:13:14	nan	nan	101.532	36.0736	101.154	34.9236	0	0	37.3257	-16000	0	15.8788	 62
DATA	1722849194	722344160	7449	256	""	2024-08-05	11:13:14	nan	nan	101.531	36.0908	101.154	34.9236	0	0	37.3429	-16000	0	15.8788	128
DATA	1722849195	922343969	7461	256	""	2024-08-05	11:13:15	nan	nan	101.531	36.109	101.154	34.9236	0	0	37.3603	-16000	0	15.8809	 75
DATA	1722849197	22226095	7472	256	""	2024-08-05	11:13:17	nan	nan	101.53	36.1264	101.154	34.9236	0	0	37.3775	-16000	0	15.8796	 31
DATA	1722849198	22226095	7482	256	""	2024-08-05	11:13:18	nan	nan	101.531	36.1437	101.155	34.9236	0	0	37.3945	-16000	0	15.8792	 81
DATA	1722849199	22226095	7492	256	""	2024-08-05	11:13:19	nan	nan	101.53	36.1611	101.154	34.9236	0	0	37.4119	-16000	0	15.8788	 27
DATA	1722849200	22114038	7502	256	""	2024-08-05	11:13:20	nan	nan	101.531	36.1787	101.154	34.9236	0	0	37.4298	-16000	0	15.8788	 58
DATA	1722849201	22114038	7512	256	""	2024-08-05	11:13:21	nan	nan	101.53	36.196	101.154	34.9236	0	0	37.4473	-16000	0	15.8787	207
DATA	1722849202	22114038	7522	256	""	2024-08-05	11:13:22	nan	nan	101.53	36.213	101.153	34.9236	0	0	37.4644	-16000	0	15.8784	196
DATA	1722849203	21991968	7532	256	""	2024-08-05	11:13:23	nan	nan	101.528	36.2307	101.153	34.9236	0	0	37.4817	-16000	0	15.8781	 75
DATA	1722849204	21991968	7542	256	""	2024-08-05	11:13:24	nan	nan	101.528	36.2479	101.153	34.9236	0	0	37.4986	-16000	0	15.8782	 96
DATA	1722849204	821991920	7550	256	""	2024-08-05	11:13:24	nan	nan	101.528	36.2656	101.154	34.9236	0	0	37.5158	-16000	0	15.8784	131
DATA	1722849206	21878957	7562	256	""	2024-08-05	11:13:26	nan	nan	101.528	36.2835	101.153	34.9236	0	0	37.5332	-16000	0	15.8801	 78
DATA	1722849207	21878957	7572	256	""	2024-08-05	11:13:27	nan	nan	101.527	36.3012	101.153	34.9236	0	0	37.5506	-16000	0	15.8787	 84
DATA	1722849208	21878957	7582	256	""	2024-08-05	11:13:28	nan	nan	101.527	36.3178	101.152	34.9236	0	0	37.5674	-16000	0	15.8774	101
DATA	1722849208	921756982	7591	256	""	2024-08-05	11:13:28	nan	nan	101.525	36.3353	101.152	34.9236	0	0	37.5848	-16000	0	15.8774	147
DATA	1722849210	21757125	7602	256	""	2024-08-05	11:13:30	nan	nan	101.526	36.353	101.151	34.9236	0	0	37.6027	-16000	0	15.8793	255
DATA	1722849211	21757125	7612	256	""	2024-08-05	11:13:31	nan	nan	101.525	36.3701	101.151	34.9236	0	0	37.6198	-16000	0	15.8777	 60
DATA	1722849212	21639108	7622	256	""	2024-08-05	11:13:32	nan	nan	101.525	36.3874	101.152	34.9236	0	0	37.6369	-16000	0	15.8773	 71
DATA	1722849212	821639060	7630	256	""	2024-08-05	11:13:32	nan	nan	101.525	36.4049	101.151	34.9236	0	0	37.6543	-16000	0	15.8771	109
DATA	1722849214	21639108	7642	256	""	2024-08-05	11:13:34	nan	nan	101.524	36.4221	101.151	34.9236	0	0	37.6714	-16000	0	15.879	  7
DATA	1722849215	21528005	7652	256	""	2024-08-05	11:13:35	nan	nan	101.525	36.44	101.151	34.9236	0	0	37.6885	-16000	0	15.8781	220
DATA	1722849216	21528005	7662	256	""	2024-08-05	11:13:36	nan	nan	101.523	36.4577	101.149	34.9236	0	0	37.7057	-16000	0	15.877	 25
DATA	1722849216	921527862	7671	256	""	2024-08-05	11:13:36	nan	nan	101.523	36.4751	101.151	34.9236	0	0	37.7231	-16000	0	15.877	 73
DATA	1722849218	21409988	7682	256	""	2024-08-05	11:13:38	nan	nan	101.522	36.4924	101.15	34.9236	0	0	37.74	-16000	0	15.8784	193
DATA	1722849218	921409845	7691	256	""	2024-08-05	11:13:38	nan	nan	101.522	36.5095	101.15	34.9236	0	0	37.7574	-16000	0	15.8768	 96
DATA	1722849220	21409988	7702	256	""	2024-08-05	11:13:40	nan	nan	101.523	36.5271	101.149	34.9236	0	0	37.7754	-16000	0	15.8781	 74
DATA	1722849221	21288871	7712	256	""	2024-08-05	11:13:41	nan	nan	101.521	36.5441	101.149	34.9236	0	0	37.7924	-16000	0	15.8763	 69
DATA	1722849222	21288871	7722	256	""	2024-08-05	11:13:42	nan	nan	101.522	36.5614	101.15	34.9236	0	0	37.8092	-16000	0	15.8762	 15
DATA	1722849223	21288871	7732	256	""	2024-08-05	11:13:43	nan	nan	101.521	36.5788	101.149	34.9236	0	0	37.8266	-16000	0	15.8762	 88
DATA	1722849223	921176910	7741	256	""	2024-08-05	11:13:43	nan	nan	101.52	36.5967	101.149	34.9236	0	0	37.8438	-16000	0	15.8763	 87
DATA	1722849225	21177053	7752	256	""	2024-08-05	11:13:45	nan	nan	101.52	36.614	101.149	34.9236	0	0	37.8608	-16000	0	15.8777	231
DATA	1722849226	21177053	7762	256	""	2024-08-05	11:13:46	nan	nan	101.52	36.6315	101.149	34.9236	0	0	37.878	-16000	0	15.8762	233
DATA	1722849227	21053075	7772	256	""	2024-08-05	11:13:47	nan	nan	101.519	36.6488	101.148	34.9236	0	0	37.8953	-16000	0	15.8755	 95
DATA	1722849228	21053075	7782	256	""	2024-08-05	11:13:48	nan	nan	101.519	36.6659	101.148	34.9236	0	0	37.9122	-16000	0	15.8755	 87
DATA	1722849229	21053075	7792	256	""	2024-08-05	11:13:49	nan	nan	101.518	36.6833	101.148	34.9236	0	0	37.9297	-16000	0	15.8755	 96
DATA	1722849230	20939111	7802	256	""	2024-08-05	11:13:50	nan	nan	101.518	36.7006	101.148	34.9236	0	0	37.9472	-16000	0	15.8755	 63
DATA	1722849231	20939111	7812	256	""	2024-08-05	11:13:51	nan	nan	101.518	36.7178	101.147	34.9236	0	0	37.9643	-16000	0	15.8752	 72
DATA	1722849232	20939111	7822	256	""	2024-08-05	11:13:52	nan	nan	101.516	36.735	101.148	34.9236	0	0	37.9814	-16000	0	15.8752	 18
DATA	1722849233	20822048	7832	256	""	2024-08-05	11:13:53	nan	nan	101.516	36.7525	101.147	34.9236	0	0	37.9986	-16000	0	15.8752	 82
DATA	1722849233	920821905	7841	256	""	2024-08-05	11:13:53	nan	nan	101.516	36.7704	101.147	34.9236	0	0	38.0159	-16000	0	15.8746	126
DATA	1722849234	920821905	7851	256	""	2024-08-05	11:13:54	nan	nan	101.516	36.7876	101.148	34.9236	0	0	38.0325	-16000	0	15.8763	134
DATA	1722849235	720704078	7859	256	""	2024-08-05	11:13:55	nan	nan	101.515	36.805	101.147	34.9236	0	0	38.0499	-16000	0	15.8751	 87
DATA	1722849237	20704030	7872	256	""	2024-08-05	11:13:57	nan	nan	101.516	36.8225	101.146	34.9236	0	0	38.0672	-16000	0	15.874	 14
DATA	1722849238	20704030	7882	256	""	2024-08-05	11:13:58	nan	nan	101.515	36.8398	101.147	34.9236	0	0	38.0841	-16000	0	15.874	 26
DATA	1722849239	20586013	7892	256	""	2024-08-05	11:13:59	nan	nan	101.514	36.8567	101.146	34.9236	0	0	38.1017	-16000	0	15.8746	 84
DATA	1722849239	920585870	7901	256	""	2024-08-05	11:13:59	nan	nan	101.513	36.8741	101.146	34.9236	0	0	38.119	-16000	0	15.8744	 87
DATA	1722849241	20586013	7912	256	""	2024-08-05	11:14:01	nan	nan	101.514	36.8916	101.146	34.9236	0	0	38.1362	-16000	0	15.8762	 57
DATA	1722849242	20462989	7922	256	""	2024-08-05	11:14:02	nan	nan	101.514	36.9085	101.145	34.9236	0	0	38.1529	-16000	0	15.8743	 76
DATA	1722849242	820462942	7930	256	""	2024-08-05	11:14:02	nan	nan	101.513	36.9261	101.146	34.9236	0	0	38.1702	-16000	0	15.8733	108
DATA	1722849243	920462846	7941	256	""	2024-08-05	11:14:03	nan	nan	101.512	36.9442	101.146	34.9236	0	0	38.1874	-16000	0	15.8752	127
DATA	1722849244	920347929	7951	256	""	2024-08-05	11:14:04	nan	nan	101.511	36.9609	101.145	34.9236	0	0	38.204	-16000	0	15.8732	 73
DATA	1722849246	20348072	7962	256	""	2024-08-05	11:14:06	nan	nan	101.511	36.9783	101.144	34.9236	0	0	38.2212	-16000	0	15.8737	 68
DATA	1722849246	920347929	7971	256	""	2024-08-05	11:14:06	nan	nan	101.511	36.9958	101.145	34.9236	0	0	38.2385	-16000	0	15.8729	152
DATA	1722849248	20229101	7982	256	""	2024-08-05	11:14:08	nan	nan	101.51	37.0128	101.144	34.9236	0	0	38.2556	-16000	0	15.8749	 15
DATA	1722849249	20229101	7992	256	""	2024-08-05	11:14:09	nan	nan	101.51	37.0299	101.145	34.9236	0	0	38.2731	-16000	0	15.8738	 21
DATA	1722849250	20229101	8002	256	""	2024-08-05	11:14:10	nan	nan	101.51	37.0474	101.145	34.9236	0	0	38.2903	-16000	0	15.8729	240
DATA	1722849251	20115852	8012	256	""	2024-08-05	11:14:11	nan	nan	101.51	37.0647	101.143	34.9236	0	0	38.3075	-16000	0	15.8727	249
DATA	1722849251	920115709	8021	256	""	2024-08-05	11:14:11	nan	nan	101.509	37.0816	101.145	34.9236	0	0	38.3241	-16000	0	15.8724	 99
DATA	1722849253	20115852	8032	256	""	2024-08-05	11:14:13	nan	nan	101.509	37.0993	101.144	34.9236	0	0	38.3414	-16000	0	15.8744	 56
DATA	1722849254	20004987	8042	256	""	2024-08-05	11:14:14	nan	nan	101.509	37.1171	101.143	34.9236	0	0	38.3586	-16000	0	15.8729	 66
DATA	1722849255	20004987	8052	256	""	2024-08-05	11:14:15	nan	nan	101.509	37.1343	101.143	34.9236	0	0	38.3755	-16000	0	15.8724	 63
DATA	1722849256	20004987	8062	256	""	2024-08-05	11:14:16	nan	nan	101.508	37.1513	101.144	34.9236	0	0	38.3923	-16000	0	15.8729	 67
DATA	1722849256	819883108	8070	256	""	2024-08-05	11:14:16	nan	nan	101.509	37.1686	101.143	34.9236	0	0	38.4095	-16000	0	15.8724	137
DATA	1722849258	19883155	8082	256	""	2024-08-05	11:14:18	nan	nan	101.508	37.186	101.144	34.9236	0	0	38.4273	-16000	0	15.874	240
DATA	1722849259	19883155	8092	256	""	2024-08-05	11:14:19	nan	nan	101.508	37.2028	101.143	34.9236	0	0	38.4444	-16000	0	15.8724	 81
DATA	1722849259	919773101	8101	256	""	2024-08-05	11:14:19	nan	nan	101.507	37.2201	101.144	34.9236	0	0	38.4616	-16000	0	15.8716	113
DATA	1722849261	19773244	8112	256	""	2024-08-05	11:14:21	nan	nan	101.507	37.2376	101.143	34.9236	0	0	38.4787	-16000	0	15.873	 21
DATA	1722849262	19773244	8122	256	""	2024-08-05	11:14:22	nan	nan	101.506	37.2544	101.142	34.9236	0	0	38.4953	-16000	0	15.8719	 69
DATA	1722849263	19650936	8132	256	""	2024-08-05	11:14:23	nan	nan	101.505	37.2725	101.142	34.9236	0	0	38.5124	-16000	0	15.871	  8
DATA	1722849264	19650936	8142	256	""	2024-08-05	11:14:24	nan	nan	101.505	37.2898	101.142	34.9236	0	0	38.5296	-16000	0	15.8712	 82
DATA	1722849265	19650936	8152	256	""	2024-08-05	11:14:25	nan	nan	101.505	37.3069	101.142	34.9236	0	0	38.5466	-16000	0	15.8712	 75
DATA	1722849266	19530057	8162	256	""	2024-08-05	11:14:26	nan	nan	101.505	37.3239	101.142	34.9236	0	0	38.5634	-16000	0	15.8713	 66
DATA	1722849267	19530057	8172	256	""	2024-08-05	11:14:27	nan	nan	101.504	37.3412	101.142	34.9236	0	0	38.5804	-16000	0	15.871	  9
DATA	1722849267	719530105	8179	256	""	2024-08-05	11:14:27	nan	nan	101.503	37.3588	101.141	34.9236	0	0	38.5982	-16000	0	15.871	 84
DATA	1722849268	819412946	8190	256	""	2024-08-05	11:14:28	nan	nan	101.503	37.3755	101.14	34.9236	0	0	38.615	-16000	0	15.8726	 34
DATA	1722849269	319412946	8195	256	""	2024-08-05	11:14:29	nan	nan	101.503	37.3926	101.141	34.9236	0	0	38.6322	-16000	0	15.871	 79
DATA	1722849271	19412994	8212	256	""	2024-08-05	11:14:31	nan	nan	101.502	37.4102	101.14	34.9236	0	0	38.6493	-16000	0	15.8705	  5
DATA	1722849272	19290924	8222	256	""	2024-08-05	11:14:32	nan	nan	101.502	37.4272	101.14	34.9236	0	0	38.6658	-16000	0	15.8708	 19
DATA	1722849273	19290924	8232	256	""	2024-08-05	11:14:33	nan	nan	101.501	37.4451	101.14	34.9236	0	0	38.6829	-16000	0	15.8712	 15
DATA	1722849273	819290876	8240	256	""	2024-08-05	11:14:33	nan	nan	101.5	37.4624	101.139	34.9236	0	0	38.7001	-16000	0	15.8712	 20
DATA	1722849274	919179916	8251	256	""	2024-08-05	11:14:34	nan	nan	101.5	37.4797	101.139	34.9236	0	0	38.7172	-16000	0	15.8719	 53
DATA	1722849276	19180059	8262	256	""	2024-08-05	11:14:36	nan	nan	101.499	37.4963	101.139	34.9236	0	0	38.7339	-16000	0	15.8702	 97
DATA	1722849277	19180059	8272	256	""	2024-08-05	11:14:37	nan	nan	101.499	37.5139	101.139	34.9236	0	0	38.751	-16000	0	15.8696	 51
DATA	1722849277	719055891	8279	256	""	2024-08-05	11:14:37	nan	nan	101.498	37.5311	101.138	34.9236	0	0	38.7688	-16000	0	15.8693	169
DATA	1722849278	819055795	8290	256	""	2024-08-05	11:14:38	nan	nan	101.498	37.548	101.138	34.9236	0	0	38.7854	-16000	0	15.8715	117
DATA	1722849279	919055700	8301	256	""	2024-08-05	11:14:39	nan	nan	101.497	37.5652	101.138	34.9236	0	0	38.8024	-16000	0	15.8702	133
DATA	1722849280	918943881	8311	256	""	2024-08-05	11:14:40	nan	nan	101.497	37.5824	101.137	34.9236	0	0	38.8196	-16000	0	15.8693	152
DATA	1722849281	918943881	8321	256	""	2024-08-05	11:14:41	nan	nan	101.497	37.5999	101.137	34.9236	0	0	38.8362	-16000	0	15.8696	166
DATA	1722849283	18944025	8332	256	""	2024-08-05	11:14:43	nan	nan	101.496	37.6174	101.137	34.9236	0	0	38.8531	-16000	0	15.8697	 90
DATA	1722849284	18823146	8342	256	""	2024-08-05	11:14:44	nan	nan	101.496	37.6347	101.137	34.9236	0	0	38.8702	-16000	0	15.8694	 92
DATA	1722849285	18823146	8352	256	""	2024-08-05	11:14:45	nan	nan	101.496	37.6519	101.136	34.9236	0	0	38.8874	-16000	0	15.8694	105
DATA	1722849286	18823146	8362	256	""	2024-08-05	11:14:46	nan	nan	101.495	37.6688	101.137	34.9236	0	0	38.904	-16000	0	15.8686	 54
DATA	1722849287	18707036	8372	256	""	2024-08-05	11:14:47	nan	nan	101.495	37.6859	101.136	34.9236	0	0	38.9212	-16000	0	15.8686	104
DATA	1722849287	918706893	8381	256	""	2024-08-05	11:14:47	nan	nan	101.494	37.7033	101.135	34.9236	0	0	38.9388	-16000	0	15.8686	168
DATA	1722849288	818706989	8390	256	""	2024-08-05	11:14:48	nan	nan	101.494	37.72	101.135	34.9236	0	0	38.9552	-16000	0	15.8704	 59
DATA	1722849289	718590974	8399	256	""	2024-08-05	11:14:49	nan	nan	101.494	37.7374	101.135	34.9236	0	0	38.9724	-16000	0	15.8696	183
DATA	1722849290	918590784	8411	256	""	2024-08-05	11:14:50	nan	nan	101.493	37.7549	101.134	34.9236	0	0	38.9894	-16000	0	15.8688	164
DATA	1722849292	18590927	8422	256	""	2024-08-05	11:14:52	nan	nan	101.493	37.7728	101.135	34.9236	0	0	39.0065	-16000	0	15.8682	 88
DATA	1722849293	18471002	8432	256	""	2024-08-05	11:14:53	nan	nan	101.493	37.7895	101.134	34.9236	0	0	39.0231	-16000	0	15.8677	 76
DATA	1722849294	18471002	8442	256	""	2024-08-05	11:14:54	nan	nan	101.493	37.8067	101.135	34.9236	0	0	39.0401	-16000	0	15.8677	 71
DATA	1722849295	18471002	8452	256	""	2024-08-05	11:14:55	nan	nan	101.492	37.824	101.134	34.9236	0	0	39.0572	-16000	0	15.8674	 23
DATA	1722849295	818355083	8460	256	""	2024-08-05	11:14:55	nan	nan	101.491	37.8408	101.134	34.9236	0	0	39.0737	-16000	0	15.8679	149
DATA	1722849296	918354988	8471	256	""	2024-08-05	11:14:56	nan	nan	101.492	37.8581	101.134	34.9236	0	0	39.091	-16000	0	15.8697	115
DATA	1722849298	18355131	8482	256	""	2024-08-05	11:14:58	nan	nan	101.49	37.8753	101.134	34.9236	0	0	39.1085	-16000	0	15.8682	 42
DATA	1722849299	18235921	8492	256	""	2024-08-05	11:14:59	nan	nan	101.491	37.8919	101.133	34.9236	0	0	39.125	-16000	0	15.868	253
DATA	1722849299	918235778	8501	256	""	2024-08-05	11:14:59	nan	nan	101.49	37.9091	101.133	34.9236	0	0	39.1421	-16000	0	15.8674	 97
DATA	1722849301	18235921	8512	256	""	2024-08-05	11:15:01	nan	nan	101.489	37.9268	101.133	34.9236	0	0	39.1592	-16000	0	15.8686	 78
DATA	1722849301	918116807	8521	256	""	2024-08-05	11:15:01	nan	nan	101.488	37.9444	101.132	34.9236	0	0	39.1762	-16000	0	15.8672	124
DATA	1722849302	918116807	8531	256	""	2024-08-05	11:15:02	nan	nan	101.488	37.9612	101.132	34.9236	0	0	39.1927	-16000	0	15.8688	134
DATA	1722849304	18116950	8542	256	""	2024-08-05	11:15:04	nan	nan	101.488	37.9783	101.131	34.9236	0	0	39.2096	-16000	0	15.8666	 84
DATA	1722849305	17992973	8552	256	""	2024-08-05	11:15:05	nan	nan	101.488	37.9957	101.132	34.9236	0	0	39.2266	-16000	0	15.8658	107
DATA	1722849306	17992973	8562	256	""	2024-08-05	11:15:06	nan	nan	101.487	38.0123	101.131	34.9236	0	0	39.2433	-16000	0	15.8668	 82
DATA	1722849307	17992973	8572	256	""	2024-08-05	11:15:07	nan	nan	101.486	38.0296	101.13	34.9236	0	0	39.2606	-16000	0	15.8666	 46
DATA	1722849307	917876958	8581	256	""	2024-08-05	11:15:07	nan	nan	101.486	38.0471	101.131	34.9236	0	0	39.2781	-16000	0	15.8666	155
DATA	1722849309	17877101	8592	256	""	2024-08-05	11:15:09	nan	nan	101.485	38.0639	101.13	34.9236	0	0	39.2947	-16000	0	15.8682	 43
DATA	1722849310	17877101	8602	256	""	2024-08-05	11:15:10	nan	nan	101.484	38.0808	101.13	34.9236	0	0	39.3113	-16000	0	15.8661	255
DATA	1722849311	17758131	8612	256	""	2024-08-05	11:15:11	nan	nan	101.484	38.0986	101.129	34.9236	0	0	39.3284	-16000	0	15.8657	 80
DATA	1722849311	917757987	8621	256	""	2024-08-05	11:15:11	nan	nan	101.484	38.116	101.129	34.9236	0	0	39.3454	-16000	0	15.8657	 91
DATA	1722849312	817758083	8630	256	""	2024-08-05	11:15:12	nan	nan	101.484	38.1328	101.129	34.9236	0	0	39.3619	-16000	0	15.8675	137
DATA	1722849313	917640924	8641	256	""	2024-08-05	11:15:13	nan	nan	101.483	38.15	101.129	34.9236	0	0	39.379	-16000	0	15.8657	239
DATA	1722849314	817641019	8650	256	""	2024-08-05	11:15:14	nan	nan	101.483	38.1672	101.129	34.9236	0	0	39.3957	-16000	0	15.8647	138
DATA	1722849316	17641067	8662	256	""	2024-08-05	11:15:16	nan	nan	101.483	38.1837	101.129	34.9236	0	0	39.4123	-16000	0	15.865	 27
DATA	1722849316	917526721	8671	256	""	2024-08-05	11:15:16	nan	nan	101.481	38.201	101.128	34.9236	0	0	39.4297	-16000	0	15.865	 28
DATA	1722849317	917526721	8681	256	""	2024-08-05	11:15:17	nan	nan	101.482	38.2184	101.128	34.9236	0	0	39.447	-16000	0	15.8669	 95
DATA	1722849319	17526865	8692	256	""	2024-08-05	11:15:19	nan	nan	101.481	38.2353	101.128	34.9236	0	0	39.4637	-16000	0	15.8653	 96
DATA	1722849319	917405843	8701	256	""	2024-08-05	11:15:19	nan	nan	101.481	38.2522	101.127	34.9236	0	0	39.4804	-16000	0	15.8642	127
DATA	1722849320	917405843	8711	256	""	2024-08-05	11:15:20	nan	nan	101.48	38.2701	101.128	34.9236	0	0	39.4972	-16000	0	15.8666	 75
DATA	1722849321	717406034	8719	256	""	2024-08-05	11:15:21	nan	nan	101.48	38.2872	101.127	34.9236	0	0	39.5143	-16000	0	15.865	 20
DATA	1722849322	917285919	8731	256	""	2024-08-05	11:15:22	nan	nan	101.48	38.304	101.127	34.9236	0	0	39.5307	-16000	0	15.8646	 30
DATA	1722849323	917285919	8741	256	""	2024-08-05	11:15:23	nan	nan	101.479	38.321	101.127	34.9236	0	0	39.5478	-16000	0	15.8649	100
DATA	1722849324	917285919	8751	256	""	2024-08-05	11:15:24	nan	nan	101.479	38.3385	101.127	34.9236	0	0	39.5647	-16000	0	15.8644	157
DATA	1722849326	17169952	8762	256	""	2024-08-05	11:15:26	nan	nan	101.479	38.3553	101.128	34.9236	0	0	39.5813	-16000	0	15.8633	 95
DATA	1722849326	917169809	8771	256	""	2024-08-05	11:15:26	nan	nan	101.478	38.3722	101.126	34.9236	0	0	39.5986	-16000	0	15.8635	161
DATA	1722849327	917169809	8781	256	""	2024-08-05	11:15:27	nan	nan	101.478	38.3893	101.127	34.9236	0	0	39.6157	-16000	0	15.8652	164
DATA	1722849329	17051935	8792	256	""	2024-08-05	11:15:29	nan	nan	101.477	38.4063	101.127	34.9236	0	0	39.6325	-16000	0	15.8636	 91
DATA	1722849330	17051935	8802	256	""	2024-08-05	11:15:30	nan	nan	101.477	38.4235	101.127	34.9236	0	0	39.649	-16000	0	15.8631	 18
DATA	1722849331	17051935	8812	256	""	2024-08-05	11:15:31	nan	nan	101.478	38.4415	101.126	34.9236	0	0	39.6661	-16000	0	15.8631	 69
DATA	1722849332	16935110	8822	256	""	2024-08-05	11:15:32	nan	nan	101.477	38.4585	101.126	34.9236	0	0	39.6829	-16000	0	15.863	 31
DATA	1722849333	16935110	8832	256	""	2024-08-05	11:15:33	nan	nan	101.476	38.4751	101.126	34.9236	0	0	39.6994	-16000	0	15.8633	 82
DATA	1722849333	916934967	8841	256	""	2024-08-05	11:15:33	nan	nan	101.476	38.4923	101.126	34.9236	0	0	39.7162	-16000	0	15.863	 96
DATA	1722849334	916818857	8851	256	""	2024-08-05	11:15:34	nan	nan	101.475	38.5096	101.126	34.9236	0	0	39.7332	-16000	0	15.8646	153
DATA	1722849336	16819000	8862	256	""	2024-08-05	11:15:36	nan	nan	101.476	38.5264	101.125	34.9236	0	0	39.7497	-16000	0	15.8628	 92
DATA	1722849337	16819000	8872	256	""	2024-08-05	11:15:37	nan	nan	101.475	38.5433	101.125	34.9236	0	0	39.767	-16000	0	15.862	237
DATA	1722849338	16696929	8882	256	""	2024-08-05	11:15:38	nan	nan	101.474	38.5604	101.125	34.9236	0	0	39.784	-16000	0	15.862	  5
DATA	1722849339	16696929	8892	256	""	2024-08-05	11:15:39	nan	nan	101.474	38.5776	101.125	34.9236	0	0	39.8011	-16000	0	15.8616	110
DATA	1722849339	916696786	8901	256	""	2024-08-05	11:15:39	nan	nan	101.473	38.5946	101.124	34.9236	0	0	39.8174	-16000	0	15.862	113
DATA	1722849341	16591072	8912	256	""	2024-08-05	11:15:41	nan	nan	101.473	38.6122	101.125	34.9236	0	0	39.8341	-16000	0	15.8638	 67
DATA	1722849342	16591072	8922	256	""	2024-08-05	11:15:42	nan	nan	101.474	38.6292	101.124	34.9236	0	0	39.8511	-16000	0	15.863	 21
DATA	1722849342	916590929	8931	256	""	2024-08-05	11:15:42	nan	nan	101.472	38.6461	101.124	34.9236	0	0	39.8678	-16000	0	15.8614	148
DATA	1722849344	16468048	8942	256	""	2024-08-05	11:15:44	nan	nan	101.472	38.663	101.123	34.9236	0	0	39.8844	-16000	0	15.8636	 41
DATA	1722849345	16468048	8952	256	""	2024-08-05	11:15:45	nan	nan	101.472	38.68	101.124	34.9236	0	0	39.9013	-16000	0	15.862	186
DATA	1722849346	16468048	8962	256	""	2024-08-05	11:15:46	nan	nan	101.471	38.6969	101.123	34.9236	0	0	39.9178	-16000	0	15.8611	103
DATA	1722849346	816344976	8970	256	""	2024-08-05	11:15:46	nan	nan	101.47	38.7139	101.123	34.9236	0	0	39.9351	-16000	0	15.8613	 97
DATA	1722849347	916344881	8981	256	""	2024-08-05	11:15:47	nan	nan	101.469	38.7309	101.122	34.9236	0	0	39.9522	-16000	0	15.8631	151
DATA	1722849349	16345024	8992	256	""	2024-08-05	11:15:49	nan	nan	101.47	38.748	101.123	34.9236	0	0	39.9692	-16000	0	15.8613	251
DATA	1722849349	816226959	9000	256	""	2024-08-05	11:15:49	nan	nan	101.47	38.7651	101.122	34.9236	0	0	39.9854	-16000	0	15.861	 43
DATA	1722849351	16227006	9012	256	""	2024-08-05	11:15:51	nan	nan	101.47	38.7825	101.123	34.9236	0	0	40.0022	-16000	0	15.8622	241
DATA	1722849352	16227006	9022	256	""	2024-08-05	11:15:52	nan	nan	101.469	38.7996	101.123	34.9236	0	0	40.019	-16000	0	15.861	216
DATA	1722849352	916110754	9031	256	""	2024-08-05	11:15:52	nan	nan	101.468	38.8165	101.122	34.9236	0	0	40.0357	-16000	0	15.8595	118
DATA	1722849354	16110897	9042	256	""	2024-08-05	11:15:54	nan	nan	101.468	38.8335	101.121	34.9236	0	0	40.0523	-16000	0	15.8622	 59
